,Unnamed: 0,month,var8,var6,a.1,a.2,a.3,a.4,var5,b.5,b.7,b.8,b.9,b.12,b.15,b.16,b.17,b.18,b.19,b.22,c.29,c.30,var7,c.32,c.38,c.47,c.48,c.57,c.58,c.59,b.63,c.77,c.92,c.93,d.94,e.95,e.96,e.97,e.98,e.99,e.100,e.101,f.102,f.103,f.104,a.124,var3,var4,c.125,c.126,t7.158,c.159,c.160,c.161,c.162,c.163,c.164,c.165,c.166,c.167,c.168,c.169,c.170,c.171,c.172,t7.173,t7.174,t7.175,t7.176,t7.177,t7.178,t7.179,t7.180,t7.181,t7.182,a.186,var2,totshopping.rep,var1,c.187,f.188,c.189,var0,f.284,pov6
1911,9434,6,0.0,2.0,1,3,1,58,20,2,3,0.0,2,2,1,1,1.0,1.0,2,14,2,2,2,2,1,30.0,1.0,20.0,10.0,10.0,2,0.0,0.0,0,6,2,2,1,1,1,1,1.0,1,1,10,2.44,55719579.39,0.0,0.0,2,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,78.54,0.0,0.0,4,4,1,3.0,10,0.0,1
1912,9435,6,0.0,2.0,1,3,1,58,20,2,3,0.0,2,2,2,2,2.0,2.0,3,31,2,2,2,2,2,0.0,2.0,100.0,50.0,50.0,2,200.0,1.0,2,7,2,2,1,1,2,1,1.0,2,1,7,2.44,55719579.39,1.0,200.0,2,200.0,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,78.54,200.0,0.0,4,4,1,7.0,14,2.0,1
1913,9441,6,0.0,0.0,1,4,1,58,20,2,3,0.0,2,1,0,0,0.5,0.5,1,120,2,2,2,2,2,0.0,0.0,15.0,15.0,15.0,2,0.0,0.0,0,6,4,4,4,4,4,4,0.0,2,2,9,2.8,55719579.39,0.0,0.0,2,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,78.54,0.0,0.0,4,4,1,11.0,18,3.0,2
1914,9445,6,0.0,3.0,1,5,1,58,20,2,3,0.0,2,2,3,3,3.0,3.0,4,31,2,2,2,2,2,0.0,3.0,150.0,60.0,60.0,2,500.0,4.0,2,6,2,2,2,2,1,3,2.0,2,2,9,2.44,55719579.39,4.0,500.0,2,125.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,78.54,125.0,0.0,4,4,1,7.0,14,2.0,1
1915,9449,6,0.0,2.0,1,6,1,58,20,2,3,0.0,2,2,3,3,3.0,3.0,4,31,2,2,2,2,2,0.0,2.0,50.0,20.0,20.0,2,250.0,1.0,2,6,2,2,2,2,2,2,2.0,2,2,8,2.44,55719579.39,1.0,250.0,2,250.0,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,78.54,250.0,0.0,4,4,1,7.0,14,3.0,1
1916,9453,6,0.0,2.0,1,8,1,58,20,2,3,0.0,2,2,1,1,1.0,1.0,2,31,2,2,2,2,2,0.0,0.0,0.0,0.0,0.0,2,50.0,1.0,2,6,2,2,2,2,2,2,2.0,1,2,8,2.44,55719579.39,1.0,50.0,2,50.0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,78.54,50.0,0.0,4,4,1,7.0,14,1.0,2
1917,9456,6,0.0,2.0,1,8,1,58,20,2,3,0.0,2,2,0,0,0.5,0.5,1,14,2,2,2,2,2,0.0,1.0,20.0,0.0,0.0,2,500.0,1.0,2,7,2,2,1,1,1,1,1.0,2,2,6,2.44,55719579.39,1.0,500.0,2,500.0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,1,78.54,500.0,0.0,4,4,1,11.0,18,5.0,1
1918,9457,6,0.0,2.0,1,8,1,58,20,2,3,0.0,2,2,3,3,3.0,3.0,4,31,2,2,2,2,2,0.0,0.0,100.0,50.0,50.0,2,300.0,2.0,2,6,2,2,2,3,3,2,2.0,1,2,8,2.44,55719579.39,2.0,300.0,2,150.0,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,1,78.54,150.0,0.0,4,4,1,7.0,14,0.0,1
1919,9459,6,0.0,3.0,1,8,1,58,20,2,3,0.0,2,2,9,9,9.0,9.0,9,31,2,2,2,2,2,0.0,1.0,150.0,40.0,40.0,2,200.0,2.0,2,7,2,2,2,2,1,2,1.0,2,2,9,2.44,55719579.39,2.0,200.0,2,100.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,78.54,100.0,0.0,4,4,1,7.0,14,2.0,1
1920,9463,6,0.0,2.0,1,9,1,58,20,2,3,0.0,2,2,2,2,2.0,2.0,3,31,2,2,2,2,2,0.0,0.0,0.0,50.0,50.0,2,200.0,2.0,2,5,2,2,3,4,2,3,2.0,1,2,2,2.44,55719579.39,2.0,200.0,2,100.0,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,1,78.54,100.0,0.0,4,4,1,7.0,14,0.0,1
1921,9466,6,0.0,3.0,1,9,1,58,20,2,3,0.0,2,2,3,3,3.0,3.0,4,31,2,2,2,2,2,0.0,2.0,0.0,50.0,50.0,2,200.0,2.0,2,6,2,2,3,3,2,3,2.0,2,2,8,2.44,55719579.39,2.0,200.0,2,100.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,78.54,100.0,0.0,4,4,1,7.0,14,2.0,1
1922,9467,6,0.0,3.0,1,9,1,58,20,2,3,0.0,2,2,14,14,14.0,14.0,10,31,2,2,2,2,2,0.0,2.0,0.0,20.0,20.0,2,80.0,1.0,2,6,2,2,3,3,3,3,2.0,2,2,9,2.44,55719579.39,1.0,80.0,2,80.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,78.54,80.0,0.0,4,4,1,7.0,14,1.0,1
1923,9468,6,0.0,3.0,1,10,1,58,20,2,3,0.0,2,2,2,2,2.0,2.0,3,31,2,2,2,2,2,0.0,2.0,50.0,50.0,50.0,2,400.0,1.0,2,6,2,2,2,2,1,2,1.0,2,2,9,2.44,55719579.39,1.0,400.0,2,400.0,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,78.54,400.0,0.0,4,4,1,7.0,14,1.0,1
1924,9471,6,0.0,2.0,1,11,1,58,20,2,3,0.0,2,2,1,1,1.0,1.0,2,31,2,2,2,2,2,0.0,3.0,0.0,10.0,10.0,2,50.0,1.0,2,7,2,2,2,2,2,2,1.0,1,4,11,2.44,55719579.39,1.0,50.0,2,50.0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,78.54,50.0,0.0,4,4,1,7.0,14,3.0,2
1925,9475,6,0.0,3.0,1,8,1,58,20,2,3,0.0,2,2,1,1,1.0,1.0,2,102,2,2,2,2,2,0.0,2.0,10.0,10.0,10.0,2,50.0,1.0,2,7,4,4,4,4,4,4,0.0,1,2,8,2.44,55719579.39,1.0,50.0,2,50.0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,78.54,50.0,0.0,4,4,1,7.0,14,1.0,2
1926,9481,6,0.0,4.0,1,10,1,79,22,2,3,0.0,2,1,0,0,0.5,0.5,1,120,1,1,1,2,2,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0,6,4,4,4,4,4,4,0.0,2,2,6,1.57,22237837.97,0.0,0.0,2,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,78.96,0.0,0.0,4,4,2,11.0,18,3.0,2
1927,9487,6,3.0,0.0,1,5,1,25,29,1,2,0.0,1,2,0,0,0.5,0.5,1,14,1,1,1,2,2,0.0,2.0,30.0,0.0,0.0,2,500.0,1.0,1,6,1,1,3,3,2,3,2.0,1,1,3,2.49,106845922.3,1.0,500.0,2,500.0,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,1,1,147.32,500.0,0.0,4,4,2,11.0,18,2.0,2
1928,9493,6,2.0,0.0,1,5,1,25,29,2,2,0.0,1,2,0,0,0.5,0.5,1,120,1,1,1,2,2,0.0,2.0,0.0,0.0,0.0,2,609.6,1.0,2,7,4,4,4,4,4,4,0.0,1,2,7,2.49,106845922.3,1.0,609.6,2,609.6,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,147.32,609.6,0.0,4,4,2,11.0,18,2.0,2
1929,9509,6,1.0,0.0,1,5,1,7,5,2,3,0.0,1,2,2,2,2.0,2.0,3,121,2,2,2,2,1,480.0,3.0,200.0,100.0,100.0,2,0.0,0.0,0,7,4,4,4,4,4,4,0.0,1,1,3,3.86,354147.3,0.0,0.0,2,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,65.51,0.0,0.0,4,4,1,1.0,2,3.0,1
1930,9513,6,0.0,2.0,1,4,1,58,20,1,3,0.0,2,2,2,2,2.0,2.0,3,13,2,2,2,2,1,100.0,2.0,50.0,50.0,50.0,2,0.0,0.0,0,6,2,2,2,3,3,3,2.0,1,1,8,2.44,55719579.39,0.0,0.0,2,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,78.54,0.0,0.0,4,4,1,1.0,1,0.0,1
1931,9524,6,0.0,2.0,1,6,1,58,20,2,3,0.0,2,2,2,2,2.0,2.0,3,13,2,2,2,2,1,100.0,3.0,300.0,100.0,100.0,2,200.0,3.0,2,6,2,2,2,2,2,2,1.0,1,2,8,2.44,55719579.39,3.0,200.0,2,66.67,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,78.54,66.67,0.0,4,4,1,1.0,1,3.0,1
1932,9531,6,0.0,2.0,1,5,1,58,20,2,3,0.0,2,2,1,1,1.0,1.0,2,22,2,2,2,2,1,100.0,2.0,100.0,60.0,60.0,2,80.0,1.0,2,7,2,2,1,1,1,1,1.0,2,2,6,2.44,55719579.39,1.0,80.0,2,80.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,78.54,80.0,0.0,4,4,1,1.0,1,4.0,1
1933,9535,6,0.0,2.0,1,5,1,58,20,1,3,0.0,2,2,2,2,2.0,2.0,3,102,2,2,2,2,1,150.0,4.0,50.0,10.0,10.0,2,0.0,0.0,0,5,4,4,4,4,4,4,0.0,1,2,8,2.44,55719579.39,0.0,0.0,2,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,78.54,0.0,0.0,4,4,1,1.0,5,0.0,1
1934,9536,6,0.0,3.0,1,8,1,58,20,2,3,0.0,2,2,3,3,3.0,3.0,4,52,2,2,2,2,1,200.0,2.0,230.0,100.0,100.0,2,200.0,2.0,2,7,4,4,4,4,4,4,0.0,2,2,9,2.44,55719579.39,2.0,200.0,2,100.0,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,78.54,100.0,0.0,4,4,1,1.0,1,0.0,1
1935,9541,6,0.0,2.0,1,4,1,58,20,1,3,0.0,2,2,2,2,2.0,2.0,3,14,2,2,2,2,1,285.89,2.0,100.0,100.0,100.0,2,100.0,1.0,2,6,2,2,2,3,3,2,2.0,2,1,7,2.44,55719579.39,1.0,100.0,2,100.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,78.54,100.0,0.0,4,4,1,1.0,2,0.0,1
1936,9543,6,0.0,2.0,1,3,1,58,20,1,3,0.0,2,2,2,2,2.0,2.0,3,122,2,2,2,2,1,100.0,2.0,100.0,50.0,50.0,2,200.0,1.0,2,5,4,4,4,4,4,4,0.0,1,1,8,2.44,55719579.39,1.0,200.0,2,200.0,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,78.54,200.0,0.0,4,4,1,1.0,1,0.0,1
1937,9551,6,1.0,0.0,1,6,1,25,29,1,1,1.0,2,2,3,2,3.0,2.0,4,14,2,2,2,2,1,540.0,2.0,420.0,50.0,50.0,2,350.0,4.0,2,6,2,2,1,1,2,2,2.0,2,2,9,2.49,106845922.3,4.0,350.0,2,87.5,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,147.32,87.5,0.0,1,2,1,1.0,1,0.0,1
1938,9567,6,0.0,0.0,1,7,1,25,29,2,1,1.0,2,1,5,5,5.0,5.0,6,14,1,1,1,1,2,979.3,3.0,0.0,0.0,0.0,2,500.0,2.0,0,5,2,1,1,1,1,1,1.0,1,2,5,2.49,106845922.3,2.0,500.0,2,250.0,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,147.32,250.0,0.0,1,2,3,1.0,2,5.0,1
1939,9572,6,3.0,0.0,1,9,1,120,15,1,1,1.0,2,1,4,4,4.0,4.0,5,13,2,2,2,2,1,1020.97,2.0,500.0,150.0,150.0,2,0.0,0.0,0,5,2,2,2,2,1,3,2.0,2,2,11,3.85,471082.72,0.0,0.0,2,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,65.51,0.0,0.0,1,2,1,1.0,3,3.0,1
1940,9575,6,1.0,0.0,1,6,1,46,7,1,1,1.0,2,2,5,6,5.0,6.0,6,14,1,1,1,1,2,672.14,2.0,825.0,30.0,30.0,2,150.0,2.0,2,6,1,1,1,1,1,1,2.0,1,2,3,3.62,1149961.6,2.0,150.0,2,75.0,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,30.77,75.0,0.0,1,2,3,1.0,1,4.0,1
1941,9577,6,1.0,0.0,1,7,1,46,7,2,1,1.0,2,2,3,3,3.0,3.0,4,45,2,2,3,2,1,700.0,1.0,650.0,100.0,100.0,2,120.0,1.0,2,6,4,4,4,4,4,4,0.0,1,2,1,3.62,1149961.6,1.0,120.0,2,120.0,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,30.77,120.0,0.0,1,2,1,1.0,2,5.0,1
1942,9581,6,0.0,0.0,1,5,1,57,34,1,1,4.0,2,2,2,2,2.0,2.0,3,11,2,2,2,2,1,320.0,2.0,260.0,120.0,120.0,2,200.0,3.0,0,5,2,2,2,1,3,3,2.0,2,2,9,6.92,7709242.18,3.0,200.0,2,66.67,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,22.12,66.67,0.0,2,2,1,1.0,2,1.0,1
1943,9585,6,1.0,0.0,1,10,1,57,34,2,1,4.0,2,1,2,2,2.0,2.0,3,121,2,2,2,2,1,400.0,2.0,250.0,50.0,50.0,2,300.0,2.0,1,7,4,4,4,4,4,4,0.0,1,2,12,6.92,7709242.18,2.0,300.0,2,150.0,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,1,22.12,150.0,0.0,2,2,1,1.0,2,0.0,1
1944,9592,6,2.0,0.0,1,6,1,57,34,2,1,4.0,2,2,2,2,2.0,2.0,3,31,2,2,2,2,1,300.0,1.0,100.0,100.0,100.0,2,70.0,1.0,2,6,2,2,2,2,3,2,1.0,1,2,6,6.92,7709242.18,1.0,70.0,2,70.0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,22.12,70.0,0.0,2,2,1,1.0,2,5.0,1
1945,9608,6,1.0,0.0,1,5,1,57,22,2,1,4.0,2,2,0,0,0.5,0.5,1,31,2,2,2,2,2,0.0,2.0,50.0,50.0,50.0,2,50.0,1.0,2,7,2,2,1,2,1,3,2.0,1,2,1,2.3,22237837.97,1.0,50.0,2,50.0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,78.96,50.0,0.0,2,2,1,11.0,18,3.0,2
1946,9610,6,1.0,0.0,1,5,1,79,22,2,1,4.0,2,2,0,0,0.5,0.5,1,45,2,2,3,2,2,0.0,2.0,200.0,0.0,0.0,2,120.0,2.0,2,5,4,4,4,4,4,4,0.0,1,2,6,2.3,22237837.97,2.0,120.0,2,60.0,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,78.96,60.0,0.0,2,2,1,11.0,18,4.0,2
1947,9613,6,0.0,0.0,1,3,1,79,22,2,1,4.0,2,1,0,0,0.5,0.5,1,120,2,2,2,2,2,0.0,2.0,0.0,10.0,10.0,2,0.0,0.0,0,7,4,4,4,4,4,4,0.0,2,1,7,2.3,22237837.97,0.0,0.0,2,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,78.96,0.0,0.0,2,2,1,11.0,18,3.0,2
1948,9616,6,1.0,0.0,1,4,1,79,22,2,1,4.0,2,2,3,3,3.0,3.0,4,31,2,2,2,2,2,0.0,0.0,420.0,20.0,20.0,2,150.0,3.0,2,6,2,2,1,2,2,2,1.0,2,2,7,2.3,22237837.97,3.0,150.0,2,50.0,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,78.96,50.0,0.0,2,2,1,7.0,14,3.0,1
1949,9620,6,1.0,0.0,1,6,1,79,22,2,1,4.0,2,2,3,3,3.0,3.0,4,14,2,2,2,2,2,0.0,2.0,200.0,80.0,80.0,2,150.0,2.0,2,6,2,2,2,3,3,2,2.0,1,2,7,2.3,22237837.97,2.0,150.0,2,75.0,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,1,78.96,75.0,0.0,2,2,1,7.0,14,1.0,1
1950,9621,6,1.0,0.0,1,8,1,79,22,2,1,4.0,2,1,3,3,3.0,3.0,4,31,2,2,2,2,2,0.0,0.0,200.0,30.0,30.0,2,200.0,2.0,2,6,2,2,2,2,2,2,2.0,1,2,7,2.3,22237837.97,2.0,200.0,2,100.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,78.96,100.0,0.0,2,2,1,7.0,14,3.0,1
1951,9628,6,3.0,0.0,1,8,1,123,31,2,1,4.0,1,2,0,1,0.5,1.0,1,120,2,2,2,2,2,0.0,0.0,15.0,0.0,0.0,2,35.0,1.0,2,6,4,4,4,4,4,4,0.0,1,2,7,2.73,4600694.73,1.0,35.0,2,35.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,46.64,35.0,0.0,2,2,1,11.0,18,4.0,1
1952,9641,6,1.0,0.0,1,5,1,79,22,2,1,4.0,2,2,4,4,4.0,4.0,5,13,2,2,2,2,1,700.0,2.0,500.0,100.0,100.0,2,250.0,2.0,2,7,2,2,2,4,2,2,2.0,1,2,3,2.3,22237837.97,2.0,250.0,2,125.0,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,1,78.96,125.0,0.0,2,2,1,1.0,2,0.0,1
1953,9650,6,0.0,0.0,1,3,1,79,22,2,1,4.0,2,2,1,1,1.0,1.0,2,9,2,2,2,2,1,130.0,2.0,80.0,60.0,60.0,2,120.0,1.0,0,5,2,2,2,3,4,3,2.0,2,1,10,2.3,22237837.97,1.0,120.0,2,120.0,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,78.96,120.0,0.0,2,2,1,1.0,3,1.0,1
1954,9651,6,0.0,0.0,1,7,1,58,20,2,1,4.0,2,1,3,3,3.0,3.0,4,13,2,2,2,2,1,580.0,2.0,420.0,150.0,150.0,2,1208.0,2.0,0,6,2,2,1,3,2,2,2.0,2,2,7,2.8,55719579.39,2.0,1208.0,2,604.0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,78.54,604.0,0.0,2,2,1,1.0,1,4.0,1
1955,9652,6,1.0,0.0,1,5,1,3,2,1,1,4.0,2,1,3,3,3.0,3.0,4,15,2,2,2,2,1,300.0,2.0,150.0,50.0,50.0,2,300.0,2.0,2,6,2,2,2,2,2,2,2.0,2,2,7,4.0,6894281.3,2.0,300.0,2,150.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,55.63,150.0,0.0,2,2,1,1.0,2,4.0,1
1956,9659,6,0.0,0.0,1,6,1,133,25,1,1,4.0,2,2,3,3,3.0,3.0,4,14,2,2,2,2,1,400.0,2.0,250.0,120.0,120.0,2,300.0,2.0,0,5,2,2,2,4,4,2,2.0,2,2,9,4.26,18802668.94,2.0,300.0,2,150.0,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,143.65,150.0,0.0,2,2,1,1.0,5,2.0,1
1957,9663,6,1.0,0.0,1,3,1,58,20,2,1,4.0,2,2,3,3,3.0,3.0,4,14,2,2,2,2,1,175.0,2.0,60.0,20.0,20.0,2,100.0,1.0,1,6,2,2,1,2,1,1,2.0,2,1,10,2.8,55719579.39,1.0,100.0,2,100.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,78.54,100.0,0.0,2,2,1,1.0,5,3.0,1
1958,9665,6,0.0,0.0,1,4,1,44,21,1,1,4.0,2,2,2,2,2.0,2.0,3,13,2,2,2,2,1,300.0,2.0,300.0,50.0,50.0,2,150.0,1.0,0,6,2,2,2,3,4,3,2.0,1,2,7,6.24,7853532.99,1.0,150.0,2,150.0,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,37.83,150.0,0.0,2,2,1,1.0,5,1.0,1
1959,9666,6,0.0,0.0,1,6,1,44,21,2,1,4.0,2,1,3,3,3.0,3.0,4,14,2,2,2,2,1,500.0,2.0,600.0,150.0,150.0,2,1500.0,2.0,0,6,2,2,2,3,1,2,2.0,2,2,7,6.24,7853532.99,2.0,1500.0,2,750.0,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,37.83,750.0,0.0,2,2,1,1.0,1,4.0,1
1960,9667,6,1.0,0.0,1,9,1,79,22,2,1,4.0,2,2,2,2,2.0,2.0,3,6,2,2,2,2,1,280.0,1.0,90.0,60.0,60.0,2,200.0,1.0,2,6,2,2,2,1,2,2,1.0,1,2,6,2.3,22237837.97,1.0,200.0,2,200.0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,78.96,200.0,0.0,2,2,1,1.0,2,3.0,1
1961,9668,6,1.0,0.0,1,8,1,79,22,2,1,4.0,2,2,2,2,2.0,2.0,3,13,2,2,2,2,1,500.0,3.0,140.0,150.0,150.0,2,200.0,2.0,2,5,2,2,2,1,2,2,2.0,2,2,3,2.3,22237837.97,2.0,200.0,2,100.0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,78.96,100.0,0.0,2,2,1,1.0,2,3.0,1
1962,9679,6,2.0,0.0,1,7,1,65,27,2,1,1.0,2,2,5,7,5.0,7.0,6,14,2,2,2,2,2,0.0,1.0,510.0,150.0,150.0,2,2500.0,1.0,1,7,1,2,2,2,3,3,2.0,2,2,9,2.74,10486329.53,1.0,2500.0,2,2500.0,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,65.7,2500.0,0.0,1,2,1,7.0,14,5.0,1
1963,9680,6,2.0,0.0,1,7,1,65,27,2,1,1.0,2,2,1,1,1.0,1.0,2,102,2,2,2,2,2,0.0,1.0,250.0,0.0,0.0,2,250.0,1.0,2,6,4,4,4,4,4,4,0.0,2,1,1,2.74,10486329.53,1.0,250.0,2,250.0,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,65.7,250.0,0.0,1,2,1,7.0,14,0.0,2
1964,9685,6,2.0,0.0,1,5,1,65,27,1,1,1.0,2,2,2,2,2.0,2.0,3,45,2,2,3,2,1,533.46,1.0,400.0,100.0,100.0,2,300.0,1.0,2,6,4,4,4,4,4,4,0.0,1,1,1,2.74,10486329.53,1.0,300.0,2,300.0,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,65.7,300.0,0.0,1,2,1,1.0,3,0.0,1
1965,9687,6,2.0,0.0,1,4,1,65,27,1,1,1.0,2,2,4,4,4.0,4.0,5,14,2,2,2,2,1,700.0,2.0,600.0,200.0,200.0,2,300.0,2.0,1,6,2,2,2,2,2,1,2.0,2,1,3,2.74,10486329.53,2.0,300.0,2,150.0,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,65.7,150.0,0.0,1,2,1,1.0,2,4.0,1
1966,9690,6,2.0,0.0,1,6,1,65,27,1,1,1.0,2,2,2,2,2.0,2.0,3,45,2,2,3,2,1,340.83,1.0,200.0,100.0,100.0,2,200.0,1.0,2,6,4,4,4,4,4,4,0.0,1,2,1,2.74,10486329.53,1.0,200.0,2,200.0,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,65.7,200.0,0.0,1,2,1,1.0,2,5.0,1
1967,9701,6,1.0,0.0,1,8,1,10,33,1,1,1.0,2,2,3,3,3.0,3.0,4,31,2,2,2,2,2,0.0,1.0,0.0,35.0,35.0,2,350.0,2.0,2,6,2,2,2,2,2,2,2.0,1,2,8,6.37,4559448.8,2.0,350.0,2,175.0,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,1,152.23,175.0,0.0,1,2,1,7.0,14,2.0,1
1968,9702,6,1.0,0.0,1,8,1,10,33,2,1,1.0,2,2,4,4,4.0,4.0,5,13,2,2,2,2,1,380.0,2.0,170.0,140.0,140.0,2,200.0,1.0,2,6,2,2,2,1,2,2,2.0,2,2,9,6.37,4559448.8,1.0,200.0,2,200.0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,152.23,200.0,0.0,1,2,1,1.0,1,4.0,1
1969,9708,6,0.0,3.0,1,3,1,16,17,1,1,1.0,2,1,1,1,1.0,1.0,2,14,1,1,1,1,2,232.0,2.0,0.0,0.0,0.0,2,100.0,1.0,2,7,2,1,1,1,3,3,1.0,1,1,10,3.91,3201583.95,1.0,100.0,2,100.0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,32.8,100.0,0.0,1,2,3,1.0,3,0.0,1
1970,9714,6,1.0,0.0,1,8,1,54,30,2,1,1.0,2,2,3,3,3.0,3.0,4,102,2,2,2,2,2,0.0,2.0,100.0,15.0,15.0,2,100.0,1.0,2,5,4,4,4,4,4,4,0.0,2,3,7,2.86,565515.66,1.0,100.0,2,100.0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4.52,100.0,0.0,1,2,1,7.0,14,3.0,1
1971,9719,6,1.0,0.0,1,9,1,65,27,2,1,1.0,2,1,1,1,1.0,1.0,2,45,2,2,3,2,1,480.0,1.0,300.0,150.0,150.0,2,300.0,1.0,2,6,4,4,4,4,4,4,0.0,2,2,1,2.74,10486329.53,1.0,300.0,2,300.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,65.7,300.0,0.0,1,2,1,1.0,3,4.0,1
