,Unnamed: 0,month,var8,var6,a.1,a.2,a.3,a.4,var5,b.5,b.7,b.8,b.9,b.12,b.15,b.16,b.17,b.18,b.19,b.22,c.29,c.30,var7,c.32,c.38,c.47,c.48,c.57,c.58,c.59,b.63,c.77,c.92,c.93,d.94,e.95,e.96,e.97,e.98,e.99,e.100,e.101,f.102,f.103,f.104,a.124,var3,var4,c.125,c.126,t7.158,c.159,c.160,c.161,c.162,c.163,c.164,c.165,c.166,c.167,c.168,c.169,c.170,c.171,c.172,t7.173,t7.174,t7.175,t7.176,t7.177,t7.178,t7.179,t7.180,t7.181,t7.182,a.186,var2,totshopping.rep,var1,c.187,f.188,c.189,var0,f.284,pov6
318,1659,1,0.0,2.0,1,5,1,58,20,2,3,0.0,2,2,0,0,0.5,0.5,1,45,2,2,3,2,2,0.0,0.0,3.0,20.0,20.0,2,0.0,0.0,0,3,4,4,4,4,4,4,0.0,1,2,1,2.42,70925050.43,0.0,0.0,2,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,100.7,0.0,0.0,4,4,1,11.0,18,3.0,2
319,1667,1,2.0,0.0,1,8,1,57,34,2,1,1.0,2,2,3,3,3.0,3.0,4,41,2,2,3,2,2,778.85,2.0,0.0,100.0,100.0,2,0.0,0.0,0,7,4,4,4,4,4,4,0.0,1,2,2,7.04,6004575.0,0.0,0.0,2,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,26.7,0.0,0.0,1,1,1,0.0,3,5.0,1
320,1672,1,1.0,0.0,1,7,1,20,23,2,1,1.0,2,2,29,29,29.0,29.0,11,31,2,2,2,2,2,0.0,0.0,500.0,50.0,50.0,2,430.0,1.0,2,7,2,2,2,3,3,2,2.0,2,2,7,10.83,7524849.87,1.0,430.0,2,430.0,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,297.31,430.0,0.0,1,2,1,7.0,14,2.0,1
321,1677,1,1.0,0.0,1,5,1,54,30,2,1,1.0,2,2,2,2,2.0,2.0,3,41,2,2,3,2,2,755.61,1.0,0.0,0.0,0.0,2,100.0,1.0,2,6,4,4,4,4,4,4,0.0,1,2,1,2.79,815049.59,1.0,100.0,2,100.0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,5.7,100.0,0.0,1,2,1,0.0,4,4.0,1
322,1693,1,0.0,4.0,1,11,1,3,2,1,3,0.0,1,2,0,0,0.5,0.5,1,12,1,1,1,2,2,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0,6,1,1,3,1,2,3,2.0,1,2,11,3.62,8619300.21,0.0,0.0,2,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,62.34,0.0,0.0,4,4,2,12.0,19,2.0,2
323,1694,1,0.0,4.0,1,4,1,47,8,1,3,0.0,1,1,0,0,0.5,0.5,1,12,1,1,1,2,2,0.0,0.0,0.0,20.0,20.0,2,80.0,1.0,2,7,2,2,2,2,2,2,1.0,2,1,3,2.26,997702.35,1.0,80.0,2,80.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,8.51,80.0,0.0,4,4,2,12.0,19,2.0,1
324,1695,1,0.0,4.0,1,12,1,3,2,1,3,0.0,1,2,0,0,0.5,0.5,1,12,1,1,1,2,2,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0,7,1,3,3,3,3,2,2.0,1,2,11,3.62,8619300.21,0.0,0.0,2,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,62.34,0.0,0.0,4,4,2,12.0,19,0.0,2
325,1698,1,0.0,4.0,1,9,1,7,48,1,1,4.0,2,2,1,1,1.0,1.0,2,14,1,1,1,1,2,139.64,4.0,100.0,0.0,0.0,2,0.0,0.0,0,7,1,1,2,2,2,2,2.0,2,2,7,1.53,7283128.88,0.0,0.0,2,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28.26,0.0,0.0,2,1,3,1.0,3,1.0,1
326,1699,1,0.0,4.0,1,12,1,47,8,2,1,1.0,2,2,1,1,1.0,1.0,2,14,1,1,1,2,1,235.0,2.0,126.0,8.0,8.0,2,0.0,0.0,0,6,2,3,3,2,2,2,2.0,1,2,11,2.26,997702.35,0.0,0.0,2,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8.51,0.0,0.0,1,2,2,1.0,2,5.0,1
327,1707,1,0.0,1.0,1,12,1,3,2,2,3,0.0,1,1,0,0,0.5,0.5,1,12,1,1,1,2,2,0.0,0.0,10.0,18.0,18.0,2,0.0,0.0,0,6,2,3,2,2,2,2,1.0,2,1,3,3.62,8619300.21,0.0,0.0,2,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,62.34,0.0,0.0,4,4,2,11.0,18,2.0,2
328,1710,1,0.0,2.0,1,8,1,44,20,2,1,1.0,1,2,0,0,0.5,0.5,1,102,2,2,2,2,2,0.0,0.0,6.0,21.0,21.0,2,0.0,0.0,0,7,4,4,4,4,4,4,0.0,1,2,8,2.42,70925050.43,0.0,0.0,2,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,100.7,0.0,0.0,1,2,1,11.0,18,2.0,2
329,1714,1,3.0,0.0,1,6,1,7,48,2,1,1.0,1,2,2,2,2.0,2.0,3,31,2,2,2,2,2,0.0,0.0,150.0,50.0,50.0,2,200.0,1.0,2,6,2,2,1,2,2,1,1.0,1,1,1,3.35,7283128.88,1.0,200.0,2,200.0,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,28.26,200.0,0.0,1,1,1,7.0,14,1.0,1
330,1716,1,3.0,0.0,1,6,1,25,29,1,1,1.0,2,2,4,4,4.0,4.0,5,14,2,2,2,2,1,1240.0,3.0,950.0,400.0,400.0,2,8000.0,3.0,1,6,2,2,2,2,2,2,1.0,2,2,3,3.4,144297193.5,3.0,0.0,2,2666.67,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,192.83,0.0,0.0,1,2,1,1.0,3,3.0,1
331,1717,1,3.0,0.0,1,3,1,58,20,2,1,1.0,2,2,17,17,17.0,17.0,11,32,2,2,2,2,2,0.0,0.0,400.0,150.0,150.0,2,500.0,1.0,2,5,2,2,2,2,2,2,1.0,1,1,10,2.91,70925050.43,1.0,500.0,2,500.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,100.7,500.0,0.0,1,2,1,7.0,14,4.0,1
332,1719,1,3.0,0.0,1,5,1,133,25,1,1,1.0,2,2,3,3,3.0,3.0,4,14,2,2,2,2,1,350.0,2.0,300.0,50.0,50.0,2,200.0,2.0,2,5,2,2,1,1,1,1,1.0,2,2,3,4.43,20786358.91,2.0,200.0,2,100.0,1,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,1,1,212.11,100.0,0.0,1,2,1,1.0,1,3.0,1
333,1721,1,3.0,0.0,1,4,1,133,25,2,1,1.0,2,2,3,3,3.0,3.0,4,14,2,2,2,2,1,200.0,2.0,380.0,100.0,100.0,2,270.0,1.0,2,6,3,2,1,2,2,1,1.0,2,1,1,4.43,20786358.91,1.0,270.0,2,270.0,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,212.11,270.0,0.0,1,2,1,1.0,5,3.0,1
334,1735,1,3.0,0.0,1,3,1,106,13,1,2,0.0,1,1,1,1,1.0,1.0,2,14,2,2,2,2,1,260.0,2.0,250.0,100.0,100.0,2,663.0,2.0,2,7,2,2,1,1,2,1,1.0,2,1,10,3.74,4289628.18,2.0,663.0,2,331.5,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,189.3,331.5,0.0,4,4,1,1.0,1,2.0,1
335,1737,1,3.0,0.0,1,5,1,114,46,2,1,1.0,2,1,3,3,3.0,3.0,4,14,2,2,2,2,1,2500.0,3.0,400.0,150.0,150.0,2,2600.0,3.0,2,7,2,2,2,2,1,1,2.0,1,2,1,3.28,532800.42,3.0,2600.0,2,866.67,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,1,66.43,866.67,0.0,1,1,1,1.0,4,3.0,1
336,1739,1,3.0,0.0,1,6,1,48,47,1,1,1.0,1,1,7,7,7.0,7.0,8,43,2,2,3,2,1,151.0,1.0,400.0,100.0,100.0,2,0.0,0.0,0,7,4,4,4,4,4,4,0.0,1,2,3,5.87,316518.39,0.0,0.0,2,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,66.43,0.0,0.0,1,2,1,3.0,10,2.0,1
337,1742,1,3.0,0.0,1,4,1,58,20,2,1,4.0,2,2,3,3,3.0,3.0,4,14,2,2,2,2,1,180.0,2.0,100.0,50.0,50.0,2,300.0,2.0,2,5,2,2,1,2,2,2,3.0,1,2,3,2.91,70925050.43,2.0,300.0,2,150.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,100.7,150.0,0.0,2,2,1,1.0,5,3.0,1
338,1745,1,0.0,0.0,1,5,1,44,21,2,1,4.0,2,1,2,2,2.0,2.0,3,14,2,2,2,2,1,150.0,2.0,40.0,10.0,10.0,2,0.0,0.0,0,7,2,2,2,2,2,2,2.0,2,1,3,6.01,6300175.81,0.0,0.0,2,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,41.86,0.0,0.0,2,2,1,1.0,2,0.0,1
339,1766,1,2.0,0.0,1,3,1,21,26,2,1,1.0,2,2,3,3,3.0,3.0,4,22,2,2,2,2,2,349.1,5.0,300.0,100.0,100.0,2,1000.0,5.0,1,7,2,3,2,2,3,2,2.0,1,1,10,3.26,7548809.61,5.0,1000.0,2,200.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,521.9,200.0,0.0,1,1,1,0.0,1,0.0,1
340,1770,1,1.0,0.0,1,6,1,25,29,1,1,1.0,2,2,4,4,4.0,4.0,5,14,2,2,2,2,1,1136.0,4.0,656.0,109.0,109.0,2,437.01,4.0,2,7,2,2,2,2,2,2,2.0,2,2,7,3.4,144297193.5,4.0,437.01,2,109.25,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,192.83,109.25,0.0,1,2,1,1.0,3,2.0,1
341,1773,1,1.0,0.0,1,7,1,45,6,2,1,4.0,1,1,0,0,0.5,0.5,1,102,2,2,2,2,2,0.0,0.0,100.0,50.0,50.0,2,133.0,1.0,2,7,4,4,4,4,4,4,0.0,1,1,8,2.94,768943.73,1.0,133.0,2,133.0,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,66.43,133.0,0.0,2,1,1,11.0,18,1.0,1
342,1781,1,1.0,0.0,1,4,1,125,24,1,1,1.0,2,2,1,1,1.0,1.0,2,41,2,2,3,2,1,160.0,1.0,50.0,200.0,200.0,2,30.0,1.0,2,5,4,4,4,4,4,4,0.0,1,1,3,3.42,10639183.79,1.0,30.0,2,30.0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,80.99,30.0,0.0,1,2,1,1.0,1,2.0,1
343,1786,1,2.0,0.0,1,10,1,115,28,2,2,0.0,1,2,0,0,0.5,0.5,1,102,2,2,2,2,2,0.0,0.0,10.0,30.0,30.0,2,50.0,1.0,2,7,4,4,4,4,4,4,0.0,1,2,2,3.18,4764138.75,1.0,50.0,2,50.0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,27.58,50.0,0.0,4,4,1,11.0,18,5.0,2
344,1791,1,1.0,0.0,1,5,1,25,29,2,2,0.0,1,2,2,2,2.0,2.0,3,14,2,2,2,2,1,500.0,2.0,200.0,60.0,60.0,2,4400.0,2.0,1,6,2,2,2,2,2,2,2.0,2,2,6,3.4,144297193.5,2.0,4400.0,2,2200.0,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,192.83,2200.0,0.0,4,4,1,1.0,1,3.0,1
345,1800,1,2.0,0.0,1,7,1,65,27,2,1,1.0,2,2,2,2,2.0,2.0,3,45,2,2,3,2,2,1022.53,1.0,180.0,80.0,80.0,2,60.0,1.0,2,6,4,4,4,4,4,4,0.0,1,2,2,2.69,10259011.96,1.0,60.0,2,60.0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,49.55,60.0,0.0,1,2,1,0.0,4,3.0,1
346,1804,1,1.0,0.0,1,7,1,79,22,2,1,4.0,2,2,5,5,5.0,5.0,6,45,2,2,3,2,1,1000.0,2.0,2000.0,400.0,400.0,2,650.0,1.0,1,6,4,4,4,4,4,4,0.0,1,2,5,2.32,26886960.71,1.0,650.0,2,650.0,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,99.14,650.0,0.0,2,2,1,1.0,5,3.0,1
347,1807,1,1.0,0.0,1,10,1,17,19,2,1,4.0,2,2,3,3,3.0,3.0,4,10,2,2,2,2,2,0.0,0.0,30.0,30.0,30.0,2,220.0,1.0,2,6,2,2,2,2,2,2,2.0,2,2,9,3.54,3012751.96,1.0,220.0,2,220.0,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,172.51,220.0,0.0,2,2,1,7.0,14,2.0,1
348,1811,1,1.0,0.0,1,2,1,58,20,2,1,4.0,2,2,23,23,23.0,23.0,11,31,2,2,2,2,2,0.0,0.0,850.0,200.0,200.0,2,1000.0,4.0,1,6,2,2,2,1,1,2,2.0,2,1,10,2.91,70925050.43,4.0,1000.0,2,250.0,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,100.7,250.0,0.0,2,1,1,8.0,15,2.0,1
349,1825,1,1.0,0.0,1,6,1,125,24,2,1,1.0,2,2,2,2,2.0,2.0,3,45,2,2,3,2,1,600.0,1.0,100.0,100.0,100.0,2,200.0,1.0,2,6,4,4,4,4,4,4,0.0,2,1,3,3.42,10639183.79,1.0,200.0,2,200.0,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,80.99,200.0,0.0,1,2,1,1.0,2,3.0,1
350,1826,1,1.0,0.0,1,8,1,125,24,1,1,1.0,2,2,2,2,2.0,2.0,3,45,2,2,3,2,1,550.0,1.0,200.0,150.0,150.0,2,200.0,1.0,2,6,4,4,4,4,4,4,0.0,1,2,1,3.42,10639183.79,1.0,200.0,2,200.0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,80.99,200.0,0.0,1,2,1,1.0,2,2.0,1
351,1827,1,1.0,0.0,1,9,1,58,20,2,1,4.0,2,2,0,0,0.5,0.5,1,45,2,2,3,2,2,0.0,0.0,30.0,60.0,60.0,2,50.0,1.0,2,6,4,4,4,4,4,4,0.0,2,2,6,2.91,70925050.43,1.0,50.0,2,50.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,100.7,50.0,0.0,2,1,1,11.0,18,3.0,1
352,1831,1,3.0,0.0,1,10,1,123,31,2,2,0.0,1,2,1,1,1.0,1.0,2,14,1,1,1,1,2,171.38,2.0,80.0,0.0,0.0,2,20.0,1.0,2,7,3,1,2,2,2,2,1.0,1,2,3,2.78,4267761.18,1.0,20.0,2,20.0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,39.86,20.0,0.0,4,4,2,1.0,2,2.0,1
353,1832,1,3.0,0.0,1,6,1,123,31,1,2,0.0,1,2,1,1,1.0,1.0,2,14,1,1,1,1,2,171.38,3.0,100.0,0.0,0.0,2,100.0,3.0,2,7,2,2,2,2,2,1,1.0,1,2,3,2.78,4267761.18,3.0,100.0,2,33.33,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,39.86,33.33,0.0,4,4,2,1.0,2,1.0,1
354,1837,1,3.0,0.0,1,5,1,133,25,2,1,1.0,2,2,3,3,3.0,3.0,4,14,2,2,2,2,1,400.0,2.0,300.0,100.0,100.0,2,500.0,1.0,2,6,2,2,1,2,1,1,2.0,1,1,1,4.43,20786358.91,1.0,500.0,2,500.0,1,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,1,212.11,500.0,0.0,1,2,1,1.0,1,3.0,1
355,1842,1,3.0,0.0,1,9,1,7,48,1,1,1.0,1,2,1,1,1.0,1.0,2,14,2,2,2,2,1,300.0,2.0,150.0,60.0,60.0,2,0.0,0.0,0,7,2,2,1,2,2,2,2.0,2,2,7,3.35,7283128.88,0.0,0.0,2,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,28.26,0.0,0.0,1,1,1,1.0,3,1.0,1
356,1852,1,3.0,0.0,1,3,1,46,7,1,2,0.0,1,1,4,4,4.0,4.0,5,31,2,2,2,2,2,0.0,0.0,250.0,100.0,100.0,2,130.0,2.0,2,5,2,2,1,2,2,1,1.0,1,1,10,3.87,1047713.72,2.0,130.0,2,65.0,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,24.47,65.0,0.0,4,4,1,7.0,14,2.0,1
357,1857,1,3.0,0.0,1,11,1,58,20,2,1,4.0,2,2,1,1,1.0,1.0,2,51,2,2,2,2,1,180.0,2.0,190.0,70.0,70.0,2,240.0,2.0,2,7,4,4,4,4,4,4,0.0,1,2,11,2.91,70925050.43,2.0,240.0,2,120.0,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,100.7,120.0,0.0,2,2,1,1.0,2,4.0,1
358,1862,1,2.0,0.0,1,6,1,21,26,2,1,1.0,2,2,2,2,2.0,2.0,3,14,2,2,2,2,1,359.0,1.0,50.0,50.0,50.0,2,882.0,1.0,2,7,2,2,2,3,2,2,1.0,1,2,6,3.26,7548809.61,1.0,882.0,2,882.0,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,1,521.9,882.0,0.0,1,1,1,1.0,1,2.0,1
359,1868,1,1.0,0.0,1,3,1,58,20,2,1,4.0,2,2,2,2,2.0,2.0,3,14,2,2,2,2,1,309.0,1.0,90.0,50.0,50.0,2,70.0,1.0,2,7,2,2,1,2,2,1,1.0,1,1,7,2.91,70925050.43,1.0,70.0,2,70.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,100.7,70.0,0.0,2,2,1,1.0,3,2.0,1
360,1870,1,1.0,0.0,1,5,1,58,20,2,1,4.0,2,2,3,3,3.0,3.0,4,14,2,2,2,2,1,400.0,2.0,100.0,50.0,50.0,2,300.0,2.0,1,7,2,2,1,1,1,1,2.0,1,2,6,2.91,70925050.43,2.0,300.0,2,150.0,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,100.7,150.0,0.0,2,2,1,1.0,1,4.0,1
361,1872,1,1.0,0.0,1,8,1,125,24,2,1,1.0,2,2,1,1,1.0,1.0,2,41,2,2,3,2,2,169.53,1.0,200.0,10.0,10.0,2,300.0,1.0,1,7,4,4,4,4,4,4,0.0,2,1,2,3.42,10639183.79,1.0,300.0,2,300.0,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,80.99,300.0,0.0,1,2,1,0.0,2,5.0,1
362,1873,1,1.0,0.0,1,5,1,125,24,2,1,1.0,2,2,1,1,1.0,1.0,2,41,2,2,3,2,1,220.0,1.0,100.0,50.0,50.0,2,0.0,0.0,0,7,4,4,4,4,4,4,0.0,1,1,2,3.42,10639183.79,0.0,0.0,2,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,80.99,0.0,0.0,1,2,1,1.0,2,3.0,1
363,1874,1,1.0,0.0,1,5,1,125,24,1,1,1.0,2,2,3,3,3.0,3.0,4,63,2,2,2,2,2,784.4,2.0,0.0,0.0,0.0,2,280.0,1.0,1,7,4,4,4,4,4,4,0.0,2,2,7,3.42,10639183.79,1.0,280.0,2,280.0,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,80.99,280.0,0.0,1,2,1,0.0,3,3.0,1
364,1878,1,2.0,0.0,1,6,1,10,33,2,1,1.0,1,2,2,2,2.0,2.0,3,97,2,2,2,2,1,1000.0,2.0,200.0,60.0,60.0,2,3500.0,2.0,1,7,4,4,4,4,4,4,0.0,1,2,6,6.54,3580964.55,2.0,3500.0,2,1750.0,1,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,1,117.64,1750.0,0.0,1,1,1,1.0,2,2.0,1
365,1882,1,1.0,0.0,1,3,1,58,20,2,1,4.0,2,2,4,4,4.0,4.0,5,51,2,2,2,2,2,0.0,0.0,200.0,100.0,100.0,2,1300.0,2.0,1,6,4,4,4,4,4,4,0.0,1,1,6,2.91,70925050.43,2.0,1300.0,2,650.0,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,100.7,650.0,0.0,2,1,1,7.0,14,4.0,1
366,1884,1,1.0,0.0,1,7,1,58,20,2,1,4.0,2,2,5,5,5.0,5.0,6,66,1,1,1,2,2,0.0,1.0,20.0,35.0,35.0,2,100.0,1.0,2,7,4,4,4,4,4,4,0.0,1,2,7,2.91,70925050.43,1.0,100.0,2,100.0,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,100.7,100.0,0.0,2,1,2,0.0,5,3.0,1
367,1888,1,1.0,0.0,1,7,1,62,39,2,1,1.0,1,1,11,11,11.0,11.0,10,41,2,2,3,2,2,3107.97,1.0,0.0,200.0,200.0,2,200.0,1.0,2,7,4,4,4,4,4,4,0.0,1,2,2,4.18,328408.59,1.0,200.0,2,200.0,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,66.43,200.0,0.0,1,2,1,0.0,3,0.0,1
368,1889,1,1.0,0.0,1,4,1,61,12,2,1,4.0,1,1,0,0,0.5,0.5,1,102,2,2,2,2,2,0.0,0.0,40.0,40.0,40.0,2,0.0,0.0,0,6,4,4,4,4,4,4,0.0,1,1,8,3.87,342557.26,0.0,0.0,2,0.0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,66.43,0.0,0.0,2,2,1,11.0,18,2.0,2
369,1898,1,1.0,0.0,1,4,1,133,25,1,1,4.0,2,2,4,4,4.0,4.0,5,14,2,2,2,2,1,250.0,2.0,200.0,40.0,40.0,2,50.0,2.0,2,6,2,2,3,2,2,2,2.0,1,1,1,4.43,20786358.91,2.0,50.0,2,25.0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,212.11,25.0,0.0,2,1,1,1.0,1,3.0,1
370,1899,1,1.0,0.0,1,10,1,133,25,1,1,4.0,2,2,4,4,4.0,4.0,5,14,2,2,2,2,1,1200.0,2.0,500.0,130.0,130.0,2,500.0,2.0,2,6,2,2,3,2,2,3,2.0,2,2,11,4.43,20786358.91,2.0,500.0,2,250.0,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,1,212.11,250.0,0.0,2,1,1,1.0,3,2.0,1
371,1902,1,1.0,0.0,1,11,1,35,10,2,1,1.0,1,1,2,2,2.0,2.0,3,51,2,2,2,2,1,200.0,1.0,80.0,200.0,200.0,2,165.0,1.0,2,6,4,4,4,4,4,4,0.0,2,3,11,3.75,609885.29,1.0,165.0,2,165.0,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,29.7,165.0,0.0,1,1,1,1.0,2,1.0,1
372,1904,1,1.0,0.0,1,9,1,54,30,2,1,1.0,2,2,3,3,3.0,3.0,4,14,2,2,2,2,2,0.0,0.0,500.0,100.0,100.0,2,680.0,3.0,1,6,2,2,2,1,1,1,2.0,2,2,1,2.79,815049.59,3.0,680.0,2,226.67,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,1,1,5.7,226.67,0.0,1,2,1,8.0,15,5.0,1
373,1913,1,3.0,0.0,1,8,1,65,27,1,1,1.0,2,2,3,3,3.0,3.0,4,14,1,1,1,1,2,1533.79,2.0,200.0,40.0,40.0,2,300.0,2.0,2,5,2,2,1,1,2,2,2.0,2,2,9,2.69,10259011.96,2.0,300.0,2,150.0,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,49.55,150.0,0.0,1,1,3,1.0,4,0.0,1
374,1920,1,1.0,0.0,1,8,1,58,20,2,1,4.0,2,2,1,1,1.0,1.0,2,22,2,2,2,2,1,240.0,2.0,75.0,30.0,30.0,2,30.0,1.0,2,6,2,2,1,2,2,2,2.0,2,2,9,2.91,70925050.43,1.0,30.0,2,30.0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,100.7,30.0,0.0,2,1,1,1.0,2,3.0,1
375,1921,1,1.0,0.0,1,6,1,125,24,2,1,1.0,2,2,4,4,4.0,4.0,5,45,2,2,3,2,1,880.0,1.0,50.0,40.0,40.0,2,10.0,1.0,2,7,4,4,4,4,4,4,0.0,1,2,1,3.42,10639183.79,1.0,10.0,2,10.0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,80.99,10.0,0.0,1,2,1,1.0,2,4.0,1
376,1926,1,3.0,0.0,1,6,1,133,25,2,1,1.0,2,2,2,2,2.0,2.0,3,45,2,2,3,2,1,250.0,1.0,30.0,35.0,35.0,2,35.0,1.0,2,6,4,4,4,4,4,4,0.0,1,2,1,4.43,20786358.91,1.0,35.0,2,35.0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,212.11,35.0,0.0,1,2,1,1.0,1,2.0,1
377,1934,1,1.0,0.0,1,4,1,58,20,2,1,4.0,2,2,1,1,1.0,1.0,2,31,2,2,2,2,2,68.97,1.0,30.0,10.0,10.0,2,15.0,1.0,2,6,2,2,1,1,3,1,1.0,1,1,1,2.91,70925050.43,1.0,15.0,2,15.0,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,100.7,15.0,0.0,2,2,1,0.0,1,4.0,1
378,1935,1,1.0,0.0,1,5,1,125,24,2,1,1.0,2,2,3,3,3.0,3.0,4,45,2,2,3,2,2,717.6,1.0,200.0,20.0,20.0,2,50.0,1.0,2,7,4,4,4,4,4,4,0.0,1,1,1,3.42,10639183.79,1.0,50.0,2,50.0,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,80.99,50.0,0.0,1,2,1,0.0,3,0.0,1
